Variant,seed,epoch,val_MAPE
wide64_huber_wd1e3_s15,4,91,6.336870630955224
wide64_huber_wd1e3_s15,4,92,6.476745938294212
wide64_huber_wd1e3_s15,4,93,7.023621630935886
wide64_huber_wd1e3_s15,4,94,5.762218366925468
wide64_huber_wd1e3_s15,4,95,6.767093953219201
wide64_huber_wd1e3_s15,4,96,6.594026174172263
wide64_huber_wd1e3_s15,4,97,6.1875257019263445
wide64_huber_wd1e3_s15,4,98,6.903828749924698
wide64_huber_wd1e3_s15,4,99,6.933948880494209
wide64_huber_wd1e3_s15,4,100,6.467719091122478
wide64_huber_wd1e3_s15,4,101,6.3816426341182915
wide64_huber_wd1e3_s15,4,102,6.545398842367704
wide64_huber_wd1e3_s15,4,103,6.776605728069189
wide64_huber_wd1e3_s15,4,104,6.995889423683146
wide64_huber_wd1e3_s15,4,105,6.7542654120491346
wide64_huber_wd1e3_s15,4,106,6.806667308262784
wide64_huber_wd1e3_s15,4,107,6.499455934249751
wide64_huber_wd1e3_s15,4,108,6.553751743075003
wide64_huber_wd1e3_s15,4,109,6.871059502207094
wide64_huber_wd1e3_s15,4,110,6.512339582194733
wide64_huber_wd1e3_s15,4,111,7.021123357358501
wide64_huber_wd1e3_s15,4,112,6.534125866549159
wide64_huber_wd1e3_s15,4,113,6.392500149184194
wide64_huber_wd1e3_s15,4,114,7.023776675204453
wide64_huber_wd1e3_s15,4,115,6.7423875095386165
wide64_huber_wd1e3_s15,4,116,6.4412711277957415
wide64_huber_wd1e3_s15,4,117,6.564219685399282
wide64_huber_wd1e3_s15,4,118,6.88741437076392
wide64_huber_wd1e3_s15,4,119,6.6020382179156085
wide64_huber_wd1e3_s15,4,120,6.8862249801445925
wide64_huber_wd1e3_s15,4,121,6.810209500148658
wide64_huber_wd1e3_s15,4,122,7.07322575830949
wide64_huber_wd1e3_s15,4,123,6.794582252403039
wide64_huber_wd1e3_s15,4,124,7.154640944509542
wide64_huber_wd1e3_s15,4,125,7.032003568392894
wide64_huber_wd1e3_s15,4,126,6.915943174833937
wide64_huber_wd1e3_s15,4,127,6.651614796432353
wide64_huber_wd1e3_s15,4,128,6.760487760834502
wide64_huber_wd1e3_s15,4,129,7.063766704318805
wide64_huber_wd1e3_s15,4,130,7.263359181773802
wide64_huber_wd1e3_s15,4,131,7.067418624066692
wide64_huber_wd1e3_s15,4,132,6.681128126348244
wide64_huber_wd1e3_s15,4,133,6.837484639949933
wide64_huber_wd1e3_s15,4,134,6.808738626953857
wide64_huber_wd1e3_s15,4,135,6.820257892448199
wide64_huber_wd1e3_s15,4,136,6.870174927228215
wide64_huber_wd1e3_s15,4,137,6.840022621071676
wide64_huber_wd1e3_s15,4,138,7.104208884381463
wide64_huber_wd1e3_s15,4,139,7.15511113853534
wide64_huber_wd1e3_s15,4,140,6.904170686508477
wide64_huber_wd1e3_s15,4,141,7.367571888340117
wide64_huber_wd1e3_s15,4,142,7.0383470223799955
wide64_huber_wd1e3_s15,4,143,7.113366215274616
wide64_huber_wd1e3_s15,4,144,6.7843744565847315
wide64_huber_wd1e3_s15,4,145,6.7713473021365225
